pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.4988988,-0.21510613,0.24129355,0.9620358,0.054580405,-0.2674102,-0.13112357,0.9517435,-0.27747267,0.23936132,0.3020024,0.922768,2.091453,0.6120479,-0.39133358,0.006272575
-0.49831808,-0.21443811,0.24152605,0.9648688,0.056568876,-0.25657013,-0.12479715,0.9580266,-0.25809076,0.2312011,0.28104293,0.9314295,2.1037667,0.6385803,-0.29113036,0.06033492
-0.4966628,-0.21260469,0.24231502,0.96947265,0.05923781,-0.23793638,-0.11061452,0.9716861,-0.20878352,0.2188316,0.22872911,0.9485756,2.0551925,0.65671396,-0.2505181,0.07313777
-0.4939521,-0.2097352,0.24378614,0.9735952,0.061460875,-0.21985203,-0.09517656,0.984664,-0.1462126,0.20749405,0.16327666,0.96451384,2.009836,0.6492933,-0.22236362,0.07377498
-0.490233,-0.20610482,0.24606945,0.9771602,0.06353921,-0.20278233,-0.0806338,0.99375147,-0.077176146,0.19661152,0.09176457,0.9761778,1.9826875,0.6281239,-0.18207443,0.064382665
-0.48555127,-0.20204875,0.24927251,0.98013914,0.06552147,-0.18717416,-0.06763785,0.9976977,-0.004935979,0.18641983,0.017498005,0.98231435,1.941899,0.5868772,-0.14801654,0.03464517
-0.4799501,-0.1979215,0.2535219,0.98281723,0.067114286,-0.17194767,-0.056435555,0.996205,0.06626287,0.17574231,-0.055420328,0.982875,1.8766061,0.51785934,-0.15163912,-0.052993573
-0.47348353,-0.19411929,0.25880018,0.9850756,0.06738903,-0.15838185,-0.0452564,0.9891998,0.13941145,0.16606611,-0.13016301,0.9774864,1.8033384,0.3711928,-0.19198067,-0.17198439
-0.4662287,-0.19097668,0.2648607,0.98658526,0.06536952,-0.14958721,-0.033005863,0.9772765,0.20938285,0.15987533,-0.20163678,0.9663242,1.76509,0.18625848,-0.27453566,-0.26483074
-0.4582643,-0.18875992,0.27137062,0.98732954,0.060546435,-0.14667806,-0.01891065,0.9626533,0.2700757,0.15755224,-0.26387998,0.9516011,1.8020595,0.0075970963,-0.3863204,-0.32566637
-0.44965947,-0.18769434,0.27810425,0.9881477,0.05166261,-0.14455135,-0.0029341057,0.9478498,0.3187038,0.15347804,-0.3145023,0.9367672,1.828872,-0.18813321,-0.4748134,-0.35790172
-0.4404708,-0.18793267,0.28492436,0.98955256,0.037502654,-0.13920943,0.013535652,0.93714386,0.3486806,0.14353572,-0.34692204,0.92684555,1.829663,-0.37806326,-0.5324968,-0.3509803
-0.43075395,-0.18958025,0.291787,0.991514,0.017795485,-0.12877588,0.029579649,0.93372005,0.35677984,0.1265897,-0.35756138,0.9252702,1.7999448,-0.5211485,-0.5596474,-0.30883375
-0.4205783,-0.19268648,0.298786,0.99376285,-0.006899965,-0.11130027,0.04471478,0.9389878,0.34103152,0.10215648,-0.34388125,0.93343973,1.7303519,-0.5842395,-0.5400621,-0.24566506
-0.41004193,-0.19724996,0.3061444,0.99579126,-0.035369396,-0.084550776,0.05963383,0.95058495,0.30468357,0.06959622,-0.3084433,0.94869334,1.6197066,-0.5568906,-0.4496156,-0.16806965
-0.3992667,-0.20317967,0.31416076,0.9966212,-0.06457212,-0.05076109,0.07535859,0.96468276,0.25240523,0.032670002,-0.25537765,0.9662893,1.4412683,-0.42122397,-0.29889458,-0.097792506
-0.38840008,-0.21031296,0.32310423,0.9956768,-0.09156038,-0.015631037,0.09284699,0.97625774,0.19570458,-0.0026588652,-0.19630982,0.9805383,1.181373,-0.21629348,-0.16068324,-0.028419541
-0.37755963,-0.21839377,0.33289185,0.9935283,-0.11324158,0.008826391,0.11066603,0.98257226,0.14934817,-0.025584988,-0.14740485,0.9887453,0.88569283,-0.084689066,-0.04461415,-0.0064856876
-0.36681923,-0.22718361,0.34336457,0.99147004,-0.12934212,0.016054535,0.12652877,0.98473793,0.11950579,-0.031266645,-0.116455056,0.9927037,0.57690096,-0.008743048,-0.032872528,0.009217916
-0.35625088,-0.23651148,0.35435852,0.9897641,-0.14167348,0.017193716,0.13907743,0.9845449,0.10643686,-0.032007266,-0.10295613,0.9941708,0.23908895,0.03261689,0.017202526,0.023814706
-0.34586155,-0.24624084,0.36543903,0.988408,-0.15079652,0.017607128,0.14816341,0.9833903,0.10483921,-0.033124067,-0.10101518,0.9943333,-0.012201428,0.011586547,0.09596832,0.06328903
-0.33560124,-0.25626957,0.37605757,0.98765415,-0.15619597,0.011921976,0.15408954,0.98239607,0.10561446,-0.028208654,-0.102473505,0.9943357,-0.12428948,-0.03668903,0.1370946,0.12053609
-0.32543156,-0.2665413,0.3859168,0.98757154,-0.15716879,-0.00066128874,0.15640064,0.9823116,0.102969855,-0.015534056,-0.10179353,0.9946843,-0.11382252,-0.081603006,0.13884996,0.14935589
-0.3153252,-0.27703437,0.39497685,0.9879788,-0.1537088,-0.016474959,0.15458134,0.98337734,0.09525567,0.0015594667,-0.096657306,0.9953165,-0.017833143,-0.11634582,0.119959846,0.14457136
-0.30524665,-0.2877441,0.40335414,0.9886588,-0.14672652,-0.03201762,0.14892007,0.9853799,0.08276023,0.019406399,-0.086589694,0.996055,0.10129735,-0.14306283,0.095846236,0.12580352
-0.29514757,-0.29866332,0.41123614,0.9894575,-0.13747537,-0.045545828,0.14031643,0.9878703,0.06651121,0.035849717,-0.07220084,0.99674565,0.19442639,-0.16147806,0.056329563,0.11399186
