pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.2942097,-0.46861166,0.7138612,0.8601181,-0.46110314,0.2181301,0.45589498,0.886717,0.076763704,-0.22881566,0.03341857,0.972896,-0.99142194,-0.092089355,1.6808672,0.19338694
-0.2943749,-0.4685659,0.71236956,0.87255377,-0.46068913,0.16252832,0.4561039,0.8874194,0.06675323,-0.17498328,0.015884016,0.98444325,-0.6100961,-0.27818534,1.6021955,0.5539258
-0.29491505,-0.46839473,0.7087273,0.8899751,-0.4526273,0.05543363,0.45093977,0.8916302,0.040606983,-0.067806125,-0.011141974,0.9976363,0.3783634,-0.27112997,1.2889869,0.69564104
-0.29579058,-0.46811008,0.70402896,0.8992742,-0.4320747,-0.06795192,0.4334517,0.901155,0.0062637515,0.058528807,-0.035086706,0.9976689,1.6654613,-0.20215473,0.88755727,0.6029434
-0.29662284,-0.46784055,0.69917727,0.89528894,-0.40155524,-0.19290163,0.4038248,0.91437054,-0.029188007,0.18810417,-0.05176676,0.9807839,2.2171094,-0.03822431,0.3882059,0.4307501
-0.296799,-0.46774057,0.694824,0.8817727,-0.36748186,-0.29569238,0.36477816,0.928723,-0.06641169,0.29902142,-0.049302112,0.95297194,1.988972,0.1157895,-0.10669875,0.28830215
-0.2956408,-0.46789113,0.69127244,0.87351483,-0.33633488,-0.3519243,0.32650292,0.9410057,-0.08890517,0.36106467,-0.037244327,0.9317967,1.7815905,0.13300799,-0.2810613,0.31754848
-0.29271618,-0.46824798,0.68856424,0.8793906,-0.30834767,-0.36275867,0.2936354,0.95102835,-0.0965577,0.3747671,-0.021606855,0.9268672,1.559897,0.15712345,-0.2803834,0.37649497
-0.28799936,-0.46870556,0.6864927,0.89075553,-0.2797354,-0.35819367,0.26390895,0.96001065,-0.09344272,0.37000898,-0.0112959,0.9289595,1.2739278,0.22091785,-0.28436702,0.4253268
-0.28157473,-0.46919534,0.684925,0.90223867,-0.24866238,-0.3523243,0.23440447,0.9685619,-0.08332135,0.3619668,-0.007410646,0.93216157,0.94536924,0.26441702,-0.3257085,0.4592564
-0.27352384,-0.46969345,0.6837977,0.9139092,-0.2146804,-0.344503,0.20405355,0.9766447,-0.067285545,0.3509019,-0.008804175,0.93637085,0.5347526,0.24750063,-0.37898624,0.47765318
-0.26398492,-0.47020048,0.6829537,0.9291541,-0.17732693,-0.32438847,0.17281918,0.9840188,-0.04290346,0.32681224,-0.016196618,0.9449505,0.0026741922,0.16194718,-0.2531373,0.45186776
-0.25325772,-0.47074053,0.6819101,0.9458074,-0.13627416,-0.29475027,0.13952833,0.9901669,-0.010066913,0.2932238,-0.03160465,0.9555213,-0.21843404,0.07991995,-0.1444418,0.35286692
-0.24168016,-0.471369,0.67999613,0.958187,-0.093067326,-0.27058482,0.10228199,0.99455184,0.020123053,0.26723784,-0.046957605,0.9624858,-0.024534851,0.0327567,-0.22235681,0.28890395
-0.22933348,-0.47215626,0.67722476,0.96814674,-0.050317407,-0.24527535,0.062369615,0.9971851,0.041615136,0.24249098,-0.05558729,0.96855986,0.25927597,-0.022939213,-0.24376029,0.24091539
-0.21618597,-0.47316617,0.67406434,0.9767524,-0.009646574,-0.21415333,0.021857806,0.9982621,0.054726467,0.21325324,-0.058135133,0.9752658,0.40728995,-0.06424628,-0.18312708,0.23040494
-0.20227355,-0.47442698,0.6708469,0.9822433,0.028981281,-0.18535951,-0.018125545,0.9980341,0.05999483,0.18673384,-0.055569783,0.98083764,0.36681426,-0.11092933,-0.15358078,0.25199756
-0.18768701,-0.4759244,0.66767055,0.9847136,0.06628377,-0.16107625,-0.05764631,0.99666697,0.05772257,0.16436544,-0.04755475,0.98525256,0.24377821,-0.1292088,-0.13485147,0.26493222
-0.17253986,-0.47761336,0.6644297,0.9847468,0.10299339,-0.140236,-0.09677212,0.9940247,0.050500117,0.14459921,-0.03615889,0.98882943,0.17463808,-0.14356394,-0.10601654,0.26469186
-0.156934,-0.4794406,0.6609787,0.9826374,0.13936557,-0.122478336,-0.13542898,0.98998165,0.03993989,0.12681755,-0.022659315,0.9916672,0.20665748,-0.16385986,-0.08843488,0.25839642
-0.14094062,-0.48135424,0.6572958,0.97858775,0.175313,-0.107848845,-0.17347535,0.98448795,0.026265316,0.11078053,-0.0069938023,0.9938203,0.2869013,-0.16672227,-0.06184472,0.24309275
-0.12460757,-0.4832992,0.6534899,0.97275853,0.21052562,-0.097055696,-0.21050785,0.97753537,0.010539539,0.097094215,0.0101785585,0.99522316,0.3430051,-0.16813922,-0.04402925,0.22807711
