pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.28886878,-0.35965276,0.26146737,0.82685125,-0.35462078,-0.43653303,0.2551951,0.9282283,-0.27067983,0.501191,0.112410866,0.8580043,1.8698347,0.385668,-1.1192075,-0.12112361
-0.2877586,-0.3593896,0.26162222,0.8411615,-0.35385373,-0.4089436,0.2653919,0.9289917,-0.25795668,0.4711841,0.10845292,0.87534195,2.1646202,0.3045868,-0.9060109,-0.03960465
-0.2845144,-0.3585758,0.2625592,0.87213105,-0.35064822,-0.34122315,0.28442177,0.9308082,-0.22956577,0.39811012,0.103160135,0.9115187,2.0857844,0.3090222,-0.7367402,0.04480093
-0.27919123,-0.35713437,0.26470882,0.9028127,-0.34529465,-0.2563217,0.29966056,0.9326485,-0.20092393,0.308436,0.104587175,0.9454781,1.9688199,0.3904681,-0.5240493,0.11847326
-0.27209288,-0.3551748,0.26842442,0.9235958,-0.3392032,-0.1786392,0.3122337,0.9359391,-0.16287479,0.22244306,0.09465329,0.9703401,1.7613721,0.534891,-0.26874512,0.16333887
-0.26371786,-0.3528771,0.2738369,0.9352501,-0.3334884,-0.11871272,0.32236493,0.9409303,-0.10359043,0.14624661,0.058614142,0.98751014,1.455066,0.57742906,0.033606887,0.1278252
-0.25449967,-0.35046142,0.280945,0.9408675,-0.3288857,-0.08125632,0.32780433,0.9443685,-0.026691524,0.085514374,-0.0015229891,0.99633574,1.2191547,0.56225705,0.26926893,0.05461058
-0.24471188,-0.34822622,0.28964743,0.94300187,-0.3248828,-0.072101675,0.32901078,0.9427037,0.05533237,0.049993984,-0.075900756,0.9958613,1.1459907,0.50393677,0.33641303,0.010613183
-0.23452815,-0.346472,0.2998781,0.9436778,-0.31942174,-0.08626668,0.32841292,0.9359729,0.12688425,0.04021369,-0.14806895,0.9881591,1.0083058,0.41871583,0.12865363,-0.042162903
-0.22407524,-0.3455803,0.31177148,0.9436353,-0.31216222,-0.110032655,0.32813954,0.9258225,0.18755572,0.0433229,-0.21309026,0.97607154,0.73871017,0.2459743,-0.27395466,-0.0812038
-0.21356674,-0.34576112,0.32488728,0.94404244,-0.3091934,-0.11481846,0.328396,0.9135195,0.24007936,0.030657956,-0.26435104,0.96393913,0.41368675,0.04783368,-0.49589396,-0.14142013
-0.20314203,-0.34691128,0.3383638,0.94436526,-0.31662917,-0.08899536,0.32885417,0.90457344,0.27129653,-0.0053975657,-0.28546953,0.9583726,0.092235416,-0.0763748,-0.42576373,-0.13252954
-0.1928461,-0.34895277,0.351749,0.941841,-0.3333078,-0.042911507,0.33188784,0.90248203,0.27454793,-0.052782107,-0.27282232,0.96061546,-0.23852333,-0.073152006,-0.11506776,0.03153313
-0.18266499,-0.35194075,0.36475074,0.93796253,-0.34664053,-0.008160998,0.33633095,0.9038393,0.26449212,-0.08430745,-0.2508285,0.9643533,-0.47750184,-0.111398935,0.095062226,0.26089913
-0.17266138,-0.35578528,0.37703452,0.9371471,-0.3489216,0.0030139724,0.3372955,0.908066,0.24829018,-0.0893707,-0.23166782,0.96868104,-0.5691638,-0.2070052,0.14221607,0.4486888
-0.16292173,-0.3603346,0.38842773,0.94083333,-0.33886442,-0.0018847773,0.33070645,0.91694146,0.22327465,-0.0739316,-0.21068755,0.97475374,-0.5419613,-0.31945077,0.15800129,0.54724836
-0.15348318,-0.36548007,0.39893603,0.9482284,-0.31729952,-0.013561084,0.31409866,0.93063813,0.1877625,-0.046956483,-0.18230125,0.9821208,-0.4132314,-0.3601906,0.1872458,0.54290724
-0.14430384,-0.3711608,0.40868154,0.95787007,-0.28574133,-0.028927406,0.28686568,0.94701177,0.14448789,-0.0138915675,-0.1466989,0.98908365,-0.22488937,-0.31021988,0.23103292,0.46580452
-0.135283,-0.3773318,0.4178853,0.9678263,-0.24702461,-0.047864955,0.25070712,0.96289176,0.09992726,0.021404278,-0.10871232,0.9938428,-0.07386863,-0.23912063,0.253345,0.38389006
-0.12627065,-0.3839572,0.42686424,0.97625417,-0.20434298,-0.07191455,0.20893332,0.97587264,0.06339909,0.05722429,-0.076918975,0.9953938,-0.017088741,-0.19683003,0.18474488,0.31172016
-0.11712729,-0.39091665,0.4357821,0.9822889,-0.16091388,-0.095995896,0.16492084,0.9856739,0.0353276,0.08893595,-0.05053363,0.9947546,-0.07807225,-0.1824136,0.06820361,0.24300864
-0.10775973,-0.39806405,0.4445822,0.9865273,-0.119157024,-0.11209584,0.12120217,0.99256027,0.011585804,0.10988135,-0.02501597,0.9936299,-0.21744993,-0.1554113,0.009092584,0.21616617
-0.09809741,-0.40530223,0.45307997,0.9896499,-0.079862654,-0.11922678,0.079474546,0.99680465,-0.008014057,0.11948584,-0.0015443835,0.9928347,-0.37618157,-0.13079377,0.032807693,0.22232762
-0.088087596,-0.41254693,0.46100476,0.9914451,-0.04254174,-0.12339684,0.03982819,0.9989092,-0.024375575,0.12429921,0.019252373,0.992058,-0.48528895,-0.11910769,0.09591846,0.24329153
-0.07769791,-0.41973186,0.46812317,0.9913445,-0.0065494906,-0.13112248,0.001586094,0.99927944,-0.03792184,0.13127638,0.037385635,0.99064064,-0.497305,-0.11850925,0.12298338,0.26841754
-0.06691657,-0.42679387,0.4743168,0.989168,0.0286951,-0.14395584,-0.03619288,0.9981063,-0.049738005,0.142256,0.05440942,0.98833334,-0.41934213,-0.12577341,0.099103674,0.27899328
-0.0557369,-0.4336637,0.4796119,0.98529315,0.06368534,-0.15856086,-0.074257046,0.995331,-0.061660625,0.15389366,0.07252806,0.98542196,-0.292348,-0.13219841,0.04067339,0.26884934
-0.044135217,-0.4402776,0.48417673,0.9804845,0.0986594,-0.17004846,-0.11244073,0.99094427,-0.07339333,0.1612676,0.091081396,0.9826988,-0.18816322,-0.14146037,-0.0152659565,0.24419749
-0.032075644,-0.44655508,0.48820177,0.9753622,0.13348581,-0.17564207,-0.1502506,0.9849146,-0.08583723,0.1615344,0.11011272,0.9807048,-0.15047869,-0.13726059,-0.03829865,0.2152327
-0.019520503,-0.45241907,0.4918216,0.9699093,0.16754755,-0.17664574,-0.1868194,0.9774248,-0.098687544,0.15612309,0.12871882,0.97931457,-0.16673249,-0.1170302,-0.04053597,0.19458808
-0.0064603006,-0.45780912,0.49507844,0.96395266,0.20023836,-0.17521392,-0.22130844,0.96895754,-0.11019898,0.14770879,0.14500292,0.9783436,-0.20870706,-0.101609774,-0.021290585,0.18448454
0.0070938026,-0.46267062,0.4979289,0.9571584,0.2310228,-0.17457448,-0.25355273,0.95985454,-0.11995929,0.13985278,0.15908387,0.97730935,0.08520627,-0.4376562,-0.8187138,0.62715054
0.020797119,-0.46689212,0.50027263,0.9519351,0.26963338,-0.14531817,-0.29064706,0.94488156,-0.15074182,0.09666343,0.18573274,0.9778341,0.21581668,-0.26282945,-0.60496813,0.536539
0.034531843,-0.47044346,0.5025597,0.9429369,0.32156417,-0.08640858,-0.33247668,0.92342097,-0.1917107,0.0181442,0.20949993,0.97764033,0.31247947,-0.21570721,0.027690187,0.5152577
0.048470184,-0.4731511,0.505417,0.92618465,0.37349033,-0.05183598,-0.375457,0.9007633,-0.21830603,-0.034843244,0.22165388,0.9745027,0.3354885,-0.13935208,0.16047125,0.3812863
0.06246378,-0.47477394,0.50898254,0.9066342,0.41778767,-0.058888543,-0.4191863,0.87609273,-0.23821084,-0.047929734,0.24065538,0.9694265,0.2207554,0.0013251156,-0.077377945,0.12753278
0.0762615,-0.47531715,0.51318425,0.88668627,0.4567938,-0.07160235,-0.45948905,0.85326374,-0.24659881,-0.0515491,0.25155628,0.96646893,-0.0074504316,0.07143298,-0.094442144,-0.022906343
0.08980739,-0.4748194,0.5176965,0.8684401,0.4903001,-0.07360443,-0.49237418,0.83548564,-0.24399072,-0.058133226,0.24813226,0.96698034,-0.25943026,0.086634696,-0.06438021,-0.093614735
0.10314882,-0.47333544,0.52208954,0.85366255,0.5157971,-0.07220535,-0.51714593,0.82299197,-0.23504117,-0.06180913,0.23798655,0.9692998,-0.432596,0.08485575,-0.029960632,-0.09107256
0.11629578,-0.47098455,0.52591896,0.84259933,0.5338994,-0.07055354,-0.5349528,0.81467366,-0.2239023,-0.062063187,0.22640274,0.9720545,-0.4652979,0.07915011,0.012021303,-0.03653498
0.12925152,-0.4678647,0.5289217,0.8345465,0.5463179,-0.07119607,-0.5477997,0.80906343,-0.21291271,-0.058715895,0.21668676,0.97447383,-0.35052374,0.092239365,0.035370886,0.017686663
0.14201036,-0.46402436,0.5311284,0.82840335,0.5551156,-0.07479675,-0.5577363,0.8051358,-0.20170909,-0.05175033,0.20881335,0.9765853,-0.1668671,0.115885854,0.0407788,0.04110658
0.15456514,-0.45946413,0.5328029,0.8232904,0.5619336,-0.08014717,-0.5660739,0.8024056,-0.18895923,-0.041871995,0.20093754,0.97870874,-0.003525108,0.14681077,0.03353484,0.034292787
0.16692875,-0.45416895,0.5342857,0.8188517,0.5675456,-0.085871525,-0.5732512,0.8009082,-0.1730006,-0.029410513,0.1908878,0.9811712,0.06341863,0.17796752,0.0055309385,0.014284184
0.1791268,-0.44815227,0.53580534,0.8151163,0.5723704,-0.089317225,-0.5790664,0.80069506,-0.15352383,-0.016356647,0.17686038,0.98410004,0.0144328475,0.19136932,-0.016970173,-0.0075415615
0.19120657,-0.44146955,0.53738314,0.81230974,0.57628304,-0.08972566,-0.58321446,0.8016446,-0.13125104,-0.00370966,0.1589458,0.98728037,-0.08274403,0.17884278,-0.01617156,-0.013005925
0.20321782,-0.43420285,0.53886753,0.8105061,0.57903165,-0.08833017,-0.58567494,0.80323356,-0.1086315,0.008048683,0.13977925,0.99015,-0.13143554,0.15510687,-0.017309442,0.000120839104
0.21519695,-0.4264389,0.54010487,0.8094656,0.5808507,-0.08589446,-0.58689004,0.80487406,-0.0879644,0.01804004,0.12161477,0.9924134,-0.122712106,0.13171627,-0.0015416145,0.01716443
0.22718483,-0.41824463,0.54106134,0.8087689,0.5820358,-0.08442228,-0.5874909,0.8062001,-0.06997049,0.027335918,0.106187284,0.99397033,-0.08015069,0.121043995,-0.0036925375,0.029046236
0.23921087,-0.40968236,0.5417958,0.8081213,0.58308923,-0.08334785,-0.58793604,0.8070881,-0.05422189,0.035652857,0.09282107,0.9950443,-0.047238618,0.114418834,-0.012962565,0.026932223
0.25130653,-0.40080652,0.5423939,0.8074565,0.5842093,-0.08193597,-0.5883609,0.80762154,-0.039735954,0.042959135,0.08029298,0.99584514,-0.046880394,0.10371499,-0.013884217,0.018299704
0.26350108,-0.39166307,0.5428936,0.8068654,0.5852789,-0.08010469,-0.5886772,0.8079369,-0.026401298,0.049267408,0.0684581,0.9964368,-0.061542243,0.09157446,-0.021674827,0.014607595
0.27581403,-0.38229865,0.54328036,0.80645794,0.5861995,-0.07743239,-0.58881444,0.8081379,-0.014516,0.054066774,0.057299845,0.9968919,-0.078795105,0.07472123,-0.016278297,0.015322657
0.28826532,-0.37275237,0.54352534,0.80617833,0.5869239,-0.074812025,-0.5888348,0.80824137,-0.0044065192,0.05787988,0.047604363,0.9971879,-0.08141637,0.059626,-0.01460436,0.020294892
0.30086634,-0.36306205,0.54360956,0.8059443,0.5875583,-0.07231101,-0.588878,0.80821335,0.0037287958,0.060633607,0.039577156,0.9973752,-0.071834415,0.04722915,-0.015802443,0.024110047
0.31362695,-0.35326064,0.5435435,0.8056713,0.58822244,-0.06991506,-0.58906305,0.8080238,0.010105774,0.062437482,0.03304245,0.99750173,-0.06135735,0.035383545,-0.0126402825,0.023710964
0.32655528,-0.34337312,0.5433499,0.8053243,0.5889535,-0.06772401,-0.5894269,0.8076845,0.014895365,0.06347231,0.027922755,0.9975929,-0.052817136,0.026491985,-0.016186431,0.022493536
0.33965486,-0.33342186,0.5430497,0.8049419,0.589736,-0.065421864,-0.58993036,0.80724514,0.018370686,0.06364533,0.023807006,0.9976886,-0.051034003,0.01714819,-0.014756188,0.020412417
0.35292757,-0.32342225,0.54265577,0.80454415,0.5905284,-0.06312611,-0.5905301,0.80675185,0.02063087,0.063110225,0.020679425,0.9977923,-0.050872654,0.008737616,-0.014065161,0.01919573
0.36637166,-0.31338653,0.5421719,0.8041521,0.5912981,-0.060876913,-0.5911854,0.80624145,0.021783164,0.061961837,0.018472567,0.9979076,-0.048994273,0.0016417578,-0.014096364,0.019281557
0.37998244,-0.30332366,0.5416022,0.8037639,0.59204626,-0.058692664,-0.5918863,0.8057226,0.021948494,0.060284525,0.017097974,0.9980348,-0.045145243,-0.0050463155,-0.012227491,0.018592482
0.39375365,-0.29323927,0.5409539,0.8033746,0.5927752,-0.05662848,-0.592627,0.8051982,0.021191668,0.058159046,0.016534718,0.9981704,-0.039279014,-0.009620227,-0.012011513,0.018042224
0.40767822,-0.283137,0.5402399,0.80298615,0.59348196,-0.054702364,-0.59338456,0.80467635,0.01976664,0.055748843,0.016587198,0.99830705,-0.034142762,-0.0135323405,-0.011352226,0.016642267
0.42174634,-0.27301684,0.53947204,0.80260944,0.5941597,-0.052842516,-0.59414333,0.8041639,0.017726462,0.05302639,0.0171686,0.9984455,-0.030333668,-0.016402133,-0.010795638,0.015157526
0.43594858,-0.26287773,0.538662,0.8022586,0.5947869,-0.05108517,-0.59486693,0.80367893,0.015279277,0.05014399,0.018130949,0.9985774,-0.027729362,-0.018137708,-0.009748787,0.013895532
0.45027396,-0.2527162,0.537818,0.80194414,0.59534955,-0.049441505,-0.59553355,0.80323267,0.012531034,0.047173377,0.019394886,0.9986984,-0.02533552,-0.01966919,-0.009891227,0.012441838
0.4647104,-0.24252799,0.5369457,0.8016778,0.5958387,-0.04784181,-0.5961283,0.8028326,0.009529855,0.04408722,0.020879982,0.99880946,-0.023062438,-0.020097762,-0.0080354065,0.011328684
0.4792475,-0.23230772,0.5360524,0.8014608,0.5962437,-0.046411596,-0.5966335,0.8024878,0.0064619277,0.041097626,0.022511734,0.9989015,-0.019997269,-0.020030737,-0.008328572,0.010127226
0.4938721,-0.2220496,0.5351432,0.80130154,0.5965638,-0.04502713,-0.5970467,0.80219966,0.0033059418,0.038092956,0.024234246,0.9989803,-0.017370492,-0.019559003,-0.0073522776,0.008749759
0.50857335,-0.21174748,0.5342259,0.8012024,0.5967916,-0.043753076,-0.5973559,0.80197614,0.00022073276,0.035220657,0.02595931,0.99904233,-0.015138477,-0.018224567,-0.006363407,0.0077195633
0.52334017,-0.20139495,0.533306,0.8011664,0.59692436,-0.0425881,-0.5975584,0.80182076,-0.0027558114,0.03250301,0.027656738,0.99908894,-0.013148338,-0.01701343,-0.0068945438,0.006321786
0.5381615,-0.19098602,0.53238785,0.80119866,0.59696114,-0.04145087,-0.59765136,0.80173665,-0.005593665,0.029893478,0.029254805,0.9991249,-0.012095183,-0.015061691,-0.00489147,0.005176766
