pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.4185102,-0.3667891,0.50585926,0.9402391,0.056467023,0.33580047,-0.05564706,0.99837756,-0.012072255,-0.33593732,-0.0073355027,0.9418558,1.1084845,0.5095246,1.5114732,0.08368203
-0.4191512,-0.36693048,0.5061321,0.9507592,0.05948323,0.30416894,-0.0643764,0.99790716,0.0060746167,-0.30317104,-0.025356798,0.95259875,1.6223106,0.54157186,1.6544585,-0.07951154
-0.42100275,-0.36732,0.5073498,0.9712976,0.06776907,0.2280093,-0.07968867,0.99587137,0.043472487,-0.22412185,-0.060394485,0.97268796,1.5612037,0.35022107,1.5827966,-0.13336822
-0.42387995,-0.367989,0.50990474,0.98878217,0.07891062,0.12681836,-0.08915889,0.9930156,0.07726997,-0.1198352,-0.08771016,0.98891175,1.2088046,0.13933827,1.535361,-0.14991517
-0.4272954,-0.36904365,0.5139278,0.9958305,0.0904338,0.011974864,-0.091179304,0.99080944,0.09991439,-0.0028291703,-0.10058965,0.99492395,0.77639115,-0.04965529,1.4935927,-0.21188268
-0.43061095,-0.370531,0.5192461,0.9883807,0.099715285,-0.11471949,-0.08700067,0.9900095,0.11096025,0.124637805,-0.099690296,0.9871815,0.41939142,-0.028955564,1.3074375,-0.3609946
-0.43325073,-0.37241855,0.5252758,0.96337235,0.10191212,-0.24804756,-0.07527405,0.9905529,0.11462478,0.25738588,-0.09175481,0.9619426,0.28760356,0.13862674,0.7822406,-0.4347209
-0.43484545,-0.37471664,0.53141373,0.92564356,0.093107454,-0.36676288,-0.051469926,0.99122727,0.12173491,0.37487978,-0.09380588,0.92231536,0.2799306,0.25913304,0.1858161,-0.31517205
-0.43519956,-0.37747487,0.5373486,0.8948479,0.07476822,-0.44006473,-0.015845865,0.9905713,0.13607912,0.44608986,-0.1147969,0.88759536,0.41668582,0.26137525,-0.22463992,-0.16497935
-0.43406305,-0.38073996,0.54316366,0.88872343,0.04907088,-0.45580998,0.022690482,0.98832816,0.15064107,0.4578819,-0.14422078,0.8772369,0.3015137,0.10429217,-0.5071377,-0.05580823
-0.4312139,-0.3845919,0.5489683,0.90416193,0.019034231,-0.42676556,0.05542943,0.98533416,0.16138195,0.4235785,-0.16957079,0.8898466,-0.20660844,-0.13619338,-0.6235055,0.021451397
-0.4268275,-0.38897663,0.55438864,0.9285758,-0.01101509,-0.3709793,0.0746583,0.98467106,0.15763588,0.3635562,-0.17407355,0.91516405,-0.5094918,-0.24268797,-0.54244745,0.10093814
-0.42124912,-0.39380622,0.55886614,0.95101196,-0.035269503,-0.30713573,0.08120409,0.9870853,0.13808896,0.2982988,-0.15626492,0.9415939,-0.5669496,-0.2475716,-0.26176998,0.18005763
-0.41465005,-0.39904207,0.56222624,0.9654815,-0.048464235,-0.25592303,0.07841541,0.9910368,0.108152784,0.24838762,-0.12448783,0.9606281,-0.40015194,-0.15545833,-0.017706797,0.25659624
-0.40711194,-0.4046865,0.56462526,0.9723469,-0.049213447,-0.22829695,0.06905018,0.99442214,0.07972855,0.22309984,-0.09328776,0.97032154,-0.15465426,-0.06206855,0.09577988,0.2508671
-0.39867526,-0.41071817,0.5663916,0.97403634,-0.03981689,-0.22286268,0.054827653,0.9965954,0.06157512,0.21965219,-0.07219545,0.97290325,0.072309494,-0.019221567,0.091281965,0.20017546
-0.38936955,-0.41708156,0.56785876,0.9733092,-0.024368482,-0.22820018,0.037975583,0.9977403,0.055427518,0.22633384,-0.06261415,0.9720352,0.17763227,-0.045821287,-0.011540487,0.16482309
-0.3792089,-0.4236982,0.569295,0.97297966,-0.0063669696,-0.23080312,0.019356072,0.9983502,0.05405733,0.23007815,-0.05706412,0.97149765,0.09005338,-0.10988108,-0.1260084,0.16651922
-0.3682363,-0.43049294,0.5707275,0.974911,0.012536379,-0.22224183,-0.0015517874,0.99877137,0.04953218,0.22258972,-0.04794459,0.9737326,-0.09255096,-0.14750277,-0.15869612,0.18350701
