pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.294622,-0.6023253,0.7443156,0.91494876,-0.30468988,0.26463726,0.39770985,0.79208577,-0.46306255,-0.068524934,0.5289273,0.84589607,-1.1420995,1.1336426,1.5940847,0.5393836
-0.29481858,-0.6012543,0.7434817,0.91824496,-0.31752026,0.2366582,0.39277452,0.8064904,-0.4419292,-0.050541088,0.49875253,0.8652696,-1.4251086,1.1870567,1.5441015,0.58724654
-0.29524043,-0.59856623,0.7410017,0.9251965,-0.3391284,0.17030343,0.37931862,0.8398457,-0.38829947,-0.011345228,0.4238526,0.9056601,-0.7526616,0.9302602,1.487696,0.47689703
-0.29578537,-0.5945994,0.73685825,0.9312921,-0.35745728,0.07013778,0.3609624,0.87965983,-0.30968502,0.0490018,0.3137243,0.94824886,0.29644388,0.6865988,1.3268352,0.3216419
-0.29626533,-0.58950996,0.73198515,0.9304194,-0.3623722,-0.05482851,0.34257513,0.9130656,-0.22125444,0.13023847,0.18707652,0.97367364,1.4846121,0.5218247,0.98762107,0.3841338
-0.29617688,-0.5835757,0.72783566,0.9203093,-0.34779605,-0.17907724,0.32647744,0.9350491,-0.13818704,0.21550693,0.06871013,0.974082,1.7569957,0.40186107,0.7307356,0.47346488
-0.29498243,-0.57737845,0.72484004,0.90464365,-0.3156369,-0.28634453,0.3092025,0.9485126,-0.06868476,0.29328084,-0.026403207,0.95566165,1.4713635,0.2305763,0.39138865,0.5553132
-0.29225796,-0.5714814,0.72274,0.8914885,-0.2723762,-0.36202133,0.2847351,0.9583994,-0.0199081,0.35238355,-0.08533234,0.9319572,0.99851656,0.12462929,-0.037193418,0.5837643
-0.28770897,-0.5662087,0.7213041,0.8866551,-0.22473322,-0.4041506,0.24772844,0.9688178,0.0047609136,0.39047837,-0.10434088,0.91468006,0.5305716,0.11107908,-0.540333,0.4445544
-0.28115186,-0.5615571,0.7200781,0.9018548,-0.18005891,-0.39272982,0.20401292,0.97876906,0.019743666,0.38083678,-0.097927876,0.91944194,-0.104365736,0.08289312,-0.36697093,0.33751288
