pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.22267205,-0.5447104,0.4154094,0.8662867,0.48664007,-0.11282207,-0.49188024,0.7915351,-0.36266524,-0.0871848,0.369667,0.9250649,1.6989224,0.80253255,0.6291394,0.206022
-0.22322786,-0.5438265,0.41501722,0.86669683,0.47853562,-0.14085542,-0.49674675,0.80213505,-0.33139414,-0.045598824,0.35718772,0.9329189,2.0055993,0.8988203,0.4733287,0.05777785
-0.22442754,-0.5412301,0.41442305,0.86387056,0.46380064,-0.19651107,-0.501624,0.8276195,-0.25183192,0.045836605,0.31612486,0.94760966,1.8805315,0.8373835,0.30181032,0.012553407
-0.22552018,-0.53701365,0.41434708,0.8562301,0.45085818,-0.25218436,-0.49535024,0.85509825,-0.15308526,0.14662266,0.25599578,0.95549357,1.699532,0.7569157,0.14485954,0.004078096
-0.22585289,-0.53148586,0.41496542,0.84612083,0.44360536,-0.29545534,-0.47745883,0.8772153,-0.05026292,0.23688103,0.18359627,0.95403343,1.6474601,0.6263366,0.0028200895,-0.005639652
-0.22492827,-0.5250785,0.41620564,0.8369014,0.4419352,-0.32293844,-0.45252383,0.8905652,0.045997262,0.30792558,0.10764218,0.94530153,1.6123817,0.4586933,-0.13164946,-0.0151831675
-0.22239861,-0.51825017,0.41792855,0.8308819,0.44414005,-0.33522364,-0.4276959,0.89511704,0.12586388,0.35596558,0.03879576,0.9336934,1.6218944,0.25187182,-0.27321023,-0.041909568
-0.21808633,-0.51135933,0.4199496,0.8295515,0.44789913,-0.33351266,-0.407049,0.8938565,0.18796727,0.38230285,-0.020172529,0.92381686,1.679981,0.005436845,-0.41228223,-0.065762796
-0.21191847,-0.5047354,0.42206645,0.8333988,0.45128924,-0.31903666,-0.39539307,0.8901871,0.22634305,0.3861485,-0.062489152,0.92031753,1.7287062,-0.20730808,-0.53711987,-0.076498695
-0.2039121,-0.49856675,0.42417672,0.8425613,0.45310947,-0.29117396,-0.3940598,0.88713354,0.24023113,0.36716118,-0.087669484,0.92601657,1.750653,-0.3113224,-0.5811098,-0.09657267
-0.19420534,-0.4929324,0.42631575,0.85511285,0.45263648,-0.25278884,-0.39968625,0.88611543,0.23462799,0.33020127,-0.0995972,0.9386413,1.7238504,-0.31525555,-0.5061091,-0.10568321
-0.18302807,-0.48785502,0.42862535,0.868086,0.4496656,-0.21030365,-0.40701866,0.8872606,0.2170357,0.28418761,-0.10280814,0.95324075,1.6635735,-0.28827846,-0.39060977,-0.09413235
