pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.39165124,-0.48653,0.63166934,0.9029635,-0.42381632,-0.070968784,0.4254935,0.8587124,0.28560156,-0.06010084,-0.28808454,0.9557171,-0.010418832,-1.0724553,1.3639005,-0.015195796
-0.3919765,-0.48717788,0.63131434,0.9033634,-0.41618082,-0.10357661,0.428639,0.86811125,0.2503027,-0.014255153,-0.27051127,0.96261126,0.4809513,-1.2508323,1.0448782,0.6668895
-0.3926012,-0.4889433,0.6306631,0.9027489,-0.3963779,-0.16711973,0.4231555,0.88813937,0.17929849,0.077355646,-0.23257914,0.9694963,1.0219922,-1.0985177,0.6955615,0.7417002
-0.39296195,-0.49172,0.6301076,0.9014644,-0.36943915,-0.22555861,0.39940664,0.9108016,0.10447447,0.16684216,-0.1842696,0.9686116,1.3912952,-0.8901696,0.3312142,0.59937185
-0.3925784,-0.49544525,0.6300384,0.9009686,-0.33956265,-0.2700977,0.35718986,0.93386894,0.017437458,0.24631478,-0.112186775,0.962675,1.1800067,-0.5202242,-0.017706618,0.4648961
-0.39094427,-0.49981532,0.63095486,0.9009173,-0.3080396,-0.3057117,0.30008295,0.95104206,-0.073954344,0.31352556,-0.025112122,0.94924766,0.76158446,-0.08666614,-0.41087115,0.31266126
-0.38759217,-0.5042509,0.6327712,0.9057311,-0.27756134,-0.32032934,0.24579099,0.9596558,-0.13655576,0.3453085,0.044948738,0.9374122,0.3292142,0.12704012,-0.3426189,0.43038738
-0.38248837,-0.5083193,0.63496107,0.9182879,-0.24472502,-0.31121874,0.20440155,0.9662629,-0.15670404,0.3390685,0.080285825,0.9373296,-0.35934845,0.19658351,0.03638859,0.48481533
-0.37601966,-0.5118998,0.63699585,0.9303267,-0.2063912,-0.30314174,0.17020275,0.97518224,-0.14160001,0.32484344,0.08013873,0.9423664,-0.69202983,0.20381847,0.22928505,0.44191617
-0.3686239,-0.51513416,0.6381888,0.9348834,-0.16468032,-0.3144414,0.13601051,0.9844471,-0.111197494,0.327863,0.06118935,0.9427416,-0.52310824,0.16463545,0.0635322,0.3884531
-0.36033282,-0.5181717,0.63824606,0.93587905,-0.120425574,-0.3311013,0.10081004,0.99200934,-0.075859845,0.33759105,0.037617303,0.9405409,-0.13315436,0.07749902,-0.18616845,0.30905116
-0.35088882,-0.5211198,0.637481,0.9407862,-0.074968345,-0.3306072,0.06359288,0.996956,-0.045107413,0.33298245,0.021412166,0.9426899,0.085170075,0.02599983,-0.3508779,0.21768333
-0.34008658,-0.52401805,0.6364085,0.9517631,-0.031317353,-0.30523136,0.025278525,0.99939895,-0.02371763,0.3057907,0.014857767,0.9519828,-0.0008740723,0.008173093,-0.29996222,0.17321527
-0.32802767,-0.52684957,0.63528186,0.96307486,0.0084869135,-0.26910004,-0.011152825,0.9999027,-0.00837948,0.26900277,0.011071292,0.96307576,-0.18294731,-0.01005061,-0.17247404,0.19338806
-0.31499368,-0.5296245,0.6339636,0.97030777,0.04476903,-0.23769431,-0.045511153,0.99896103,0.002367287,0.23755334,0.008520746,0.97133714,-0.22860149,-0.029581755,-0.11931738,0.23469302
-0.30119002,-0.5323623,0.6322786,0.9732893,0.07916589,-0.21550104,-0.07893304,0.9968327,0.009700494,0.21558642,0.007568764,0.97645545,-0.1346024,-0.05783011,-0.1333836,0.25346956
-0.28667724,-0.53507686,0.6302529,0.97386,0.112971306,-0.19706377,-0.11265171,0.9935512,0.012867788,0.19724664,0.009668149,0.9803062,-0.038974017,-0.09586619,-0.15814285,0.24970397
-0.27147207,-0.5377628,0.62805665,0.9731397,0.14655153,-0.17754364,-0.14695582,0.9890825,0.010943928,0.17720917,0.015441101,0.98405206,-0.016477942,-0.107635505,-0.15109016,0.23400131
-0.25563312,-0.5403883,0.62582856,0.9710313,0.17965303,-0.15755306,-0.18109103,0.9834521,0.0053003654,0.15589811,0.023384625,0.9874963,-0.050391376,-0.11023262,-0.11379439,0.2232359
-0.23925686,-0.5429161,0.6235899,0.96727306,0.21192981,-0.13953003,-0.2143803,0.9767468,-0.0025980882,0.13573492,0.032425553,0.9902144,-0.08238232,-0.118770994,-0.083088875,0.21879435
-0.22244112,-0.54531235,0.62129706,0.96183145,0.243203,-0.12542953,-0.2465982,0.96904284,-0.012052799,0.118615314,0.042523455,0.9920293,-0.08085993,-0.12067999,-0.06286776,0.2083348
-0.2052576,-0.5475384,0.6189289,0.9549944,0.27335224,-0.1151709,-0.27763367,0.96042067,-0.022622334,0.10442864,0.053579517,0.99308807,-0.060456544,-0.12471183,-0.058761224,0.19482206
-0.18775307,-0.54954916,0.61650366,0.9472227,0.302254,-0.10682556,-0.30731916,0.9509898,-0.034254067,0.09123659,0.065275766,0.99368757,-0.043749094,-0.118641585,-0.052039057,0.17801523
-0.169976,-0.55129266,0.61406356,0.9387817,0.32965994,-0.10006641,-0.33534434,0.9409653,-0.046134967,0.07895017,0.076867364,0.9939106,-0.044620603,-0.105197,-0.037610322,0.16085416
-0.15197632,-0.55271816,0.61163056,0.9299108,0.35532382,-0.09492561,-0.3614469,0.93063116,-0.05728638,0.06798552,0.0875818,0.9938347,-0.05696389,-0.0975111,-0.033981815,0.14776808
-0.13379826,-0.55378425,0.6091911,0.9208494,0.37915784,-0.09097123,-0.38556686,0.9202023,-0.06757183,0.058091547,0.097298965,0.9935584,-0.065285176,-0.085585386,-0.029535472,0.13495228
-0.11548323,-0.5544557,0.6067245,0.9117669,0.40114397,-0.088117674,-0.40772766,0.90987265,-0.07674573,0.049389772,0.105902225,0.9931492,-0.06608984,-0.076956995,-0.030621156,0.12375547
