pos_x,pos_y,pos_z,orn1_x,orn1_y,orn1_z,orn2_x,orn2_y,orn2_z,orn3_x,orn3_y,orn3_z,action1,action2,action3,action4
-0.2939248,-0.6849079,0.7338611,0.9207902,-0.17937964,-0.34636447,0.30201575,0.88982105,0.3420598,0.24684383,-0.41957286,0.873514,-1.0070474,-1.539068,0.5496707,0.28353718
-0.29371083,-0.6855422,0.7327433,0.9154212,-0.16783595,-0.3658348,0.2875648,0.9086717,0.30269176,0.2816212,-0.38229167,0.88008106,-0.46914086,-1.7267983,-0.1310289,0.87486994
-0.29270434,-0.6873395,0.7302494,0.90664285,-0.141515,-0.39745724,0.24469572,0.9438121,0.22213224,0.3436899,-0.29865068,0.8903286,0.33387998,-1.3263187,-0.76480937,0.72901523
-0.2901534,-0.6903235,0.72741073,0.9101561,-0.11408895,-0.3982457,0.17407015,0.977669,0.117740825,0.37591952,-0.17648523,0.90969086,0.8786962,-0.8536942,-0.9305966,0.41309834
-0.28562874,-0.69407314,0.7250254,0.9318418,-0.08695738,-0.35229144,0.090601124,0.99586815,-0.0061658435,0.35137197,-0.026172407,0.93587005,0.95983326,-0.46203193,-0.68881917,0.40951368
-0.2793382,-0.6977123,0.7234467,0.95444924,-0.05247263,-0.29372314,0.022172067,0.99416614,-0.10555653,0.29754838,0.094235905,0.9500445,0.6026207,-0.17029439,-0.32394242,0.5440544
-0.27176398,-0.70064163,0.7224003,0.9667568,-0.011127037,-0.2554553,-0.030823303,0.98669595,-0.15962732,0.2538329,0.16219477,0.9535521,-0.15174082,-0.0045879334,-0.0035321862,0.6112432
-0.26327136,-0.7026961,0.72125655,0.96991163,0.03580947,-0.24080932,-0.07932671,0.98162806,-0.17353281,0.23017105,0.18741411,0.9549331,-0.70355713,0.013413802,0.2020915,0.5064017
-0.25418904,-0.70405114,0.719091,0.96481276,0.08461201,-0.24895215,-0.12845737,0.977807,-0.16550606,0.22942334,0.19166209,0.95426965,-0.5169382,0.0693551,-0.07641448,0.3470951
-0.24453703,-0.70481986,0.7156678,0.9562664,0.13381477,-0.26009256,-0.17623523,0.97327775,-0.1472126,0.23344308,0.18661195,0.9542957,-0.043433756,0.080345124,-0.20578797,0.23448566
-0.23408726,-0.704917,0.71170527,0.9495796,0.18310846,-0.2544994,-0.21983847,0.9676145,-0.12406996,0.22353904,0.17376305,0.9590812,0.2641948,0.07490578,-0.107587874,0.18184607
-0.22276561,-0.70430535,0.70790035,0.9428746,0.22807813,-0.24283299,-0.25832617,0.9608048,-0.10060664,0.21036895,0.15758955,0.964837,0.1635694,0.03260392,-0.089024894,0.14405763
-0.21061346,-0.7030521,0.7044444,0.93510014,0.26692358,-0.23310842,-0.29221812,0.9529089,-0.08107534,0.20049016,0.14393206,0.9690651,-0.17202315,0.010262877,-0.17231677,0.118214935
-0.19772303,-0.70127195,0.70098174,0.928008,0.3010958,-0.21941376,-0.3222052,0.9443014,-0.06692284,0.18704252,0.13280119,0.97333395,-0.32765463,-0.009115949,-0.21836084,0.13014433
-0.18421866,-0.6990605,0.69707733,0.9221476,0.33206382,-0.19843759,-0.34915677,0.9353036,-0.057416294,0.16653351,0.12223212,0.97843033,-0.22050813,-0.031636693,-0.2164296,0.16025786
-0.1702017,-0.6964582,0.69265735,0.9164048,0.3606495,-0.17359225,-0.37410706,0.9259731,-0.05116443,0.14228934,0.11182941,0.98348767,-0.013981432,-0.04044965,-0.17061648,0.16774678
-0.1557417,-0.6934732,0.68798393,0.9097122,0.38718653,-0.15003453,-0.39781365,0.9162298,-0.04761622,0.119029745,0.10300283,0.98753345,0.13509248,-0.04004106,-0.10601629,0.13801642
-0.14090447,-0.6901123,0.6833816,0.9019019,0.41126585,-0.13203561,-0.42001075,0.9063604,-0.045846682,0.100816675,0.09680558,0.9901842,0.11188984,-0.038592473,-0.07065466,0.09706217
-0.12575257,-0.6863945,0.6789825,0.8936796,0.43232208,-0.12014311,-0.4398873,0.89694947,-0.044507153,0.08852087,0.09262456,0.9917584,-0.039171427,-0.051494315,-0.09055211,0.07848523
